halqa_id,name,political_party,
NA-230,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-230,Akram Khan,Independent,182
NA-230,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-230,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-230,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-230,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-230,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-230,Hidayatullah Khan Afridi Advocate,Independent,61
NA-230,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-230,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-230,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-230,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-230,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-230,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-230,Pir Abdur Rehman,Independent,265
NA-230,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-230,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-230,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-231,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-231,Akram Khan,Independent,182
NA-231,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-231,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-231,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-231,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-231,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-231,Hidayatullah Khan Afridi Advocate,Independent,61
NA-231,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-231,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-231,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-231,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-231,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-231,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-231,Pir Abdur Rehman,Independent,265
NA-231,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-231,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-231,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-232,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-232,Akram Khan,Independent,182
NA-232,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-232,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-232,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-232,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-232,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-232,Hidayatullah Khan Afridi Advocate,Independent,61
NA-232,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-232,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-232,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-232,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-232,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-232,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-232,Pir Abdur Rehman,Independent,265
NA-232,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-232,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-232,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-233,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-233,Akram Khan,Independent,182
NA-233,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-233,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-233,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-233,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-233,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-233,Hidayatullah Khan Afridi Advocate,Independent,61
NA-233,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-233,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-233,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-233,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-233,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-233,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-233,Pir Abdur Rehman,Independent,265
NA-233,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-233,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-233,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-234,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-234,Akram Khan,Independent,182
NA-234,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-234,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-234,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-234,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-234,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-234,Hidayatullah Khan Afridi Advocate,Independent,61
NA-234,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-234,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-234,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-234,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-234,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-234,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-234,Pir Abdur Rehman,Independent,265
NA-234,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-234,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-234,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-235,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-235,Akram Khan,Independent,182
NA-235,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-235,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-235,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-235,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-235,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-235,Hidayatullah Khan Afridi Advocate,Independent,61
NA-235,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-235,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-235,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-235,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-235,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-235,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-235,Pir Abdur Rehman,Independent,265
NA-235,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-235,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-235,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-236,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-236,Akram Khan,Independent,182
NA-236,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-236,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-236,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-236,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-236,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-236,Hidayatullah Khan Afridi Advocate,Independent,61
NA-236,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-236,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-236,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-236,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-236,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-236,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-236,Pir Abdur Rehman,Independent,265
NA-236,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-236,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-236,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-237,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-237,Akram Khan,Independent,182
NA-237,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-237,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-237,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-237,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-237,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-237,Hidayatullah Khan Afridi Advocate,Independent,61
NA-237,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-237,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-237,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-237,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-237,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-237,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-237,Pir Abdur Rehman,Independent,265
NA-237,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-237,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-237,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-238,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-238,Akram Khan,Independent,182
NA-238,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-238,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-238,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-238,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-238,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-238,Hidayatullah Khan Afridi Advocate,Independent,61
NA-238,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-238,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-238,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-238,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-238,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-238,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-238,Pir Abdur Rehman,Independent,265
NA-238,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-238,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-238,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-239,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-239,Akram Khan,Independent,182
NA-239,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-239,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-239,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-239,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-239,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-239,Hidayatullah Khan Afridi Advocate,Independent,61
NA-239,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-239,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-239,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-239,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-239,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-239,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-239,Pir Abdur Rehman,Independent,265
NA-239,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-239,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-239,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-240,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-240,Akram Khan,Independent,182
NA-240,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-240,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-240,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-240,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-240,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-240,Hidayatullah Khan Afridi Advocate,Independent,61
NA-240,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-240,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-240,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-240,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-240,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-240,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-240,Pir Abdur Rehman,Independent,265
NA-240,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-240,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-240,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-241,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-241,Akram Khan,Independent,182
NA-241,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-241,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-241,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-241,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-241,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-241,Hidayatullah Khan Afridi Advocate,Independent,61
NA-241,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-241,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-241,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-241,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-241,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-241,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-241,Pir Abdur Rehman,Independent,265
NA-241,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-241,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-241,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-242,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-242,Akram Khan,Independent,182
NA-242,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-242,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-242,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-242,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-242,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-242,Hidayatullah Khan Afridi Advocate,Independent,61
NA-242,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-242,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-242,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-242,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-242,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-242,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-242,Pir Abdur Rehman,Independent,265
NA-242,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-242,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-242,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-243,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-243,Akram Khan,Independent,182
NA-243,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-243,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-243,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-243,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-243,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-243,Hidayatullah Khan Afridi Advocate,Independent,61
NA-243,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-243,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-243,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-243,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-243,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-243,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-243,Pir Abdur Rehman,Independent,265
NA-243,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-243,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-243,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-244,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-244,Akram Khan,Independent,182
NA-244,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-244,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-244,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-244,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-244,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-244,Hidayatullah Khan Afridi Advocate,Independent,61
NA-244,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-244,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-244,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-244,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-244,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-244,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-244,Pir Abdur Rehman,Independent,265
NA-244,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-244,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-244,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-245,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-245,Akram Khan,Independent,182
NA-245,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-245,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-245,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-245,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-245,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-245,Hidayatullah Khan Afridi Advocate,Independent,61
NA-245,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-245,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-245,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-245,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-245,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-245,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-245,Pir Abdur Rehman,Independent,265
NA-245,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-245,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-245,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-246,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-246,Akram Khan,Independent,182
NA-246,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-246,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-246,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-246,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-246,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-246,Hidayatullah Khan Afridi Advocate,Independent,61
NA-246,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-246,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-246,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-246,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-246,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-246,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-246,Pir Abdur Rehman,Independent,265
NA-246,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-246,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-246,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-247,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-247,Akram Khan,Independent,182
NA-247,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-247,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-247,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-247,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-247,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-247,Hidayatullah Khan Afridi Advocate,Independent,61
NA-247,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-247,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-247,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-247,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-247,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-247,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-247,Pir Abdur Rehman,Independent,265
NA-247,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-247,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-247,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-248,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-248,Akram Khan,Independent,182
NA-248,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-248,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-248,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-248,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-248,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-248,Hidayatullah Khan Afridi Advocate,Independent,61
NA-248,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-248,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-248,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-248,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-248,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-248,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-248,Pir Abdur Rehman,Independent,265
NA-248,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-248,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-248,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-249,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-249,Akram Khan,Independent,182
NA-249,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-249,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-249,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-249,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-249,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-249,Hidayatullah Khan Afridi Advocate,Independent,61
NA-249,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-249,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-249,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-249,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-249,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-249,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-249,Pir Abdur Rehman,Independent,265
NA-249,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-249,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-249,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-250,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-250,Akram Khan,Independent,182
NA-250,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-250,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-250,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-250,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-250,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-250,Hidayatullah Khan Afridi Advocate,Independent,61
NA-250,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-250,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-250,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-250,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-250,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-250,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-250,Pir Abdur Rehman,Independent,265
NA-250,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
